,source,author,title,description,url,photo_url,pub_date,content,date
41,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"Legendary investor Jeremy Grantham rang the alarm on stocks and recession, warned about the housing market, and hailed Elon Musk's Tesla. Here are his 10 best quotes from a recent event.","Jeremy Grantham warned the AI craze won't stop the bubble in stocks from bursting, and pegged the odds of a recession by early 2025 at 70%.",https://markets.businessinsider.com/news/stocks/jeremy-grantham-quotes-stocks-recession-housing-market-bubble-tesla-economy-2023-9,https://i.insider.com/600ee2d71958200011554bce?width=1200&format=jpeg,2023-09-17 11:35:01+00:00,"Jeremy Grantham.Nicholas Roberts/Reuters
<ul>
<li>Jeremy Grantham issued grim warnings about the US stock market and economy this week.</li>
<li>Stocks will slump despite AI buzz, and there's a 70% … [+3624 chars]",2023-09-17
42,"{'id': 'business-insider', 'name': 'Business Insider'}",Jacob Zinkula,"A millennial who quit teaching to be a full-time Uber and Lyft driver has made $36,000 so far this year — but thinks it's better as a part-time gig","Aaron Lavender, 36, quit teaching to become a full-time Uber and Lyft driver. He said uncertain pay and job security make the job unsustainable.",https://www.businessinsider.com/teacher-quit-to-become-full-time-uber-lyft-driver-2023-9,https://i.insider.com/650cabf712dc4f001a17a2ba?width=1200&format=jpeg,2023-09-25 10:00:01+00:00,"Aaron Lavender.Aaron Lavender
<ul><li>Aaron Lavender, 36, gave up teaching last year to work as a full-time Uber and Lyft driver. </li><li>But he said ride-hailing is more profitable and sustainable… [+5231 chars]",2023-09-25
43,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Elite investor Jeremy Grantham warns the stock market's rally this year is a 'head fake' - and a recession is still coming,"The buzz around AI has delayed the collapse of the tech bubble, and there's a 70% chance of a US recession in the next 18 months, Grantham said.",https://markets.businessinsider.com/news/stocks/jeremy-grantham-stock-market-forecast-tech-bubble-crash-fed-recession-2023-9,https://i.insider.com/61eaa3802b43ff00185df654?width=1200&format=jpeg,2023-09-15 13:15:08+00:00,"Jeremy Grantham.Boston Globe/Getty Images
<ul>
<li>Jeremy Grantham says AI hype has prevented the tech bubble from collapsing.</li>
<li>The GMO cofounder is wary of US stocks, real estate, and commo… [+3355 chars]",2023-09-15
44,"{'id': 'business-insider', 'name': 'Business Insider'}",Pete Syme,Chinese EV subsidies will be investigated by EU over concerns they're distorting the market with cheaper prices,"Ursula von der Leyen said the  bloc's market was being distorted because the price of Chinese EVs is ""kept artificially low by huge state subsidies.""",https://www.businessinsider.com/eu-chinese-ev-subsidies-market-cheap-prices-cars-2023-9,https://i.insider.com/650182731afe8f0019e954e6?width=1200&format=jpeg,2023-09-13 10:20:04+00:00,"BYD's Atto 3.John Keeble/Getty Images
<ul><li>The European Commission president has announced an ""anti-subsidy investigation"" into Chinese EVs.</li><li>Ursula von der Leyen said the EU's market was … [+1708 chars]",2023-09-13
45,"{'id': 'business-insider', 'name': 'Business Insider'}",Sonam Sheth,"Elon Musk followed his little sister around as a teen because he didn't want to be lonely, reading books when she went to clubs or parties, biography says","Musk's younger sister, Tosca, told him that he had to ""stay ten feet away"" from her when he joined her, according to a new biography.",https://www.businessinsider.com/elon-musk-biography-followed-sister-clubs-parties-lonely-2023-9,https://i.insider.com/62ca6afa8045920019ae5e07?width=1200&format=jpeg,2023-09-12 16:57:39+00:00,"Tosca and Elon MuskJon Kopaloff/Getty Images // Britta Pedersen-Pool/Getty Images
<ul>
<li>Elon Musk trailed his little sister to clubs and parties when they were teenagers, according to a new book.… [+1547 chars]",2023-09-12
46,"{'id': 'business-insider', 'name': 'Business Insider'}",Kwan Wei Kevin Tan,"Elon Musk's biographer says Musk has 'multiple' personalities — he can be 'brutal,' and also 'frightening and inspiring all at once'","""This is a person with multiple moods and modes and personalities, ranging from engineering mode to demon mode,"" said Walter Isaacson.",https://www.businessinsider.com/elon-musks-biographer-musk-multiple-personalities-2023-9,https://i.insider.com/64ffc8084717fd0019fc73dd?width=1200&format=jpeg,2023-09-12 02:54:11+00:00,"Elon Musk.Chesnot via Getty Images
<ul><li>Elon Musk's biographer says Musk ""is a person with multiple moods and modes and personalities.""</li><li>Walter Isaacson told The Atlantic that Musk's many … [+1825 chars]",2023-09-12
47,"{'id': 'business-insider', 'name': 'Business Insider'}",Joseph Wilkins,Cathie Wood says Ark Invest avoided Arm's blockbuster IPO because valuation was on 'high side',"Arm's IPO was the biggest stock market debut for almost two years, but the Ark CEO told CNBC that other companies had ""much more exposure to AI.""",https://markets.businessinsider.com/news/stocks/cathie-wood-ark-invest-avoided-arm-ipo-valuation-high-side-2023-9,https://i.insider.com/61ead50a2b43ff00185dfe90?width=1200&format=jpeg,2023-09-22 09:33:11+00:00,"Ark Invest CEO Cathie Wood.David Swanson/Reuters
<ul>
<li>Arm was the biggest IPO in the US since late 2021 when it made its market debut last week.</li>
<li>But Ark Invest's Cathie Wood sat out the… [+1451 chars]",2023-09-22
48,"{'id': 'business-insider', 'name': 'Business Insider'}",George Glover,Stocks just had their worst month of the year as the 'September Effect' set in. These 4 charts tell the story.,Wall Street's worries about sticky inflation and the Fed's interest-rate hikes fueled big losses for both the S&P 500 and Nasdaq Composite last month.,https://markets.businessinsider.com/news/stocks/stock-market-analysis-charts-data-september-effect-federal-reserve-inflation-2023-10,https://i.insider.com/651aa6c4ec74fc0019070388?width=1200&format=jpeg,2023-10-02 15:16:56+00:00,"US stocks had their worst month of the year in September, with Wall Street fretting about high inflation and the Fed.Richard Drew/Associated Press
<ul>
<li>Stocks had their worst month of 2023 in Se… [+4468 chars]",2023-10-02
49,"{'id': 'business-insider', 'name': 'Business Insider'}",Cork Gaines,Mexico is trying to be best new trade buddies with both the US and China — but it might not be able to handle the pressure,Mexico is now America's top trade partner and has benefited from acting as a middleman between US and China.,https://www.businessinsider.com/mexico-is-now-americas-top-leading-trade-partner-2023-9,https://i.insider.com/6509dee8bf943d00195bb81a?width=1200&format=jpeg,2023-09-20 13:04:56+00:00,"President Joe Biden and President Andrés Manuel López Obrador of Mexico shake hands during a welcome ceremony at the 2023 North American Leaders' Summit.Hector Vivas/Getty Images
<ul><li>Mexico is n… [+6055 chars]",2023-09-20
50,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Warren Buffett's $123 billion fortune makes him richer than Larry Page - and he's closing in on Bill Gates and Larry Ellison,"Warren Buffett is now richer than Larry Page, Sergey Brin, Steve Ballmer, and Mark Zuckerberg, as Berkshire Hathaway stock hits record highs.",https://markets.businessinsider.com/news/stocks/warren-buffett-berkshire-stock-wealth-page-gates-ellison-musk-billionaires-2023-9,https://i.insider.com/65017e8c1afe8f0019e951ae?width=1200&format=jpeg,2023-09-13 10:09:06+00:00,"Warren Buffett.AP Images
<ul>
<li>Warren Buffett surged past Google cofounder Larry Page in the wealth rankings on Tuesday.</li>
<li>Buffett's fortune grew to $123 billion on the day, while Page's n… [+2345 chars]",2023-09-13
51,"{'id': 'business-insider', 'name': 'Business Insider'}",Huileng Tan,Billionaire investor Bill Ackman's answer to the RTO pushback is to let employees work from anywhere in July and August,"""We've experimented with that for two years and that's worked well, people like the balance, and it works for our business,"" Akman told the New York Post.",https://www.businessinsider.com/bill-ackman-pershing-square-work-from-anywhere-summer-rto-wfh-2023-9,https://i.insider.com/650d00bf12dc4f001a17ac34?width=1200&format=jpeg,2023-09-22 07:44:41+00:00,"Bill Ackman's Pershing Square lets employees work from anywhere two months a year over summer.Michael Bezjian/Getty Images for Brand Innovators
<ul>
<li>Billionaire investor Bill Ackman seems to hav… [+2178 chars]",2023-09-22
52,"{'id': 'business-insider', 'name': 'Business Insider'}",Beatrice Nolan,Elon Musk suggests a Trump-style wall should be built at the US-Mexico border to control immigration,"The billionaire took a Thursday trip to Eagle Pass, Texas, to livestream the border crisis.",https://www.businessinsider.com/elon-musk-trump-wall-us-mexico-border-2023-9,https://i.insider.com/65169dc939979c001948e334?width=1200&format=jpeg,2023-09-29 12:33:44+00:00,"Elon Musk visited Eagle Pass, Texas, on September 28.John Moore via Getty Images
<ul><li>Elon Musk believes that a wall should be built at the US-Mexico border for security reasons.</li><li>The bill… [+2314 chars]",2023-09-29
53,"{'id': 'business-insider', 'name': 'Business Insider'}",Huileng Tan,Billionaire investor Bill Ackman says he would be 'absolutely' interested in a deal with Elon Musk's X,"However, Ackman — who is worth $3.6 billion as of Sunday — told the WSJ he doesn't know if X is interested, or if the deal is doable.",https://www.businessinsider.com/bill-ackman-elon-musk-x-pershing-square-billionaire-deal-twitter-2023-10,https://i.insider.com/651a39eeec74fc001906fc66?width=1200&format=jpeg,2023-10-02 03:34:29+00:00,"Composite of Elon Musk and Bill Ackman.Chesnot/Michael Bezjian/Getty Images for Brand Innovators
<ul>
<li>Billionaire investor Bill Ackman told the WSJ he would be interested in a deal with Elon Mus… [+2399 chars]",2023-10-02
54,"{'id': 'business-insider', 'name': 'Business Insider'}",Filip De Mott,"CHART OF THE DAY: The S&P 500's top 7 stocks have soared more than 50% in 2023, while everything else is 'basically flat'","""If you buy the S&P 500 today, you are basically buying a handful of companies that make up 34% of the index,"" Torsten Sløk wrote.",https://markets.businessinsider.com/news/stocks/sp500-spx-magnificent-7-tech-stocks-artificial-intelligence-nvda-tsla-2023-9,https://i.insider.com/6511ac22e2c0220019ef4abd?width=1200&format=jpeg,2023-09-25 17:08:07+00:00,"Bloomberg, Apollo Chief Economist
<ul>
<li>The S&P 500's top seven stocks have gained more than 50% this year, Apollo's Torsten Sløk wrote.</li>
<li>But the rest of the benchmark index's stocks have… [+2054 chars]",2023-09-25
55,"{'id': 'business-insider', 'name': 'Business Insider'}",Matthew Fox,US stocks drop as investors fret about potential slowdown in semiconductor companies,"Investors are also turning their attention to next week's meeting of Federal Reserve officials, who are expected to hold interest rates steady.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-dow-nasdaq-chipmakers-tsmc-semiconductor-slowdown-2023-9,https://markets.businessinsider.com/public/assets/MI/US/og-image-logo-social.png,2023-09-15 20:06:02+00:00,"(Photo by Michael Nagle/Xinhua via Getty Images)
<ul><li>US stocks fell on Friday as investors fret about a potential slowdown in the semiconductor space.</li><li>Reuters reported that Taiwan Semico… [+2559 chars]",2023-09-15
56,"{'id': 'business-insider', 'name': 'Business Insider'}",Beatrice Nolan,'He simply wants to kill the platform': Some X users are threatening to quit the app after Elon Musk suggested he might move it behind a paywall,"Elon Musk has suggested yet another shakeup for X, formerly known as Twitter: a new paywall",https://www.businessinsider.com/x-users-paywall-quit-app-elon-musk-twitter-2023-9,https://i.insider.com/6509647612dc4f001a162820?width=1200&format=jpeg,2023-09-19 10:27:35+00:00,"Elon Musk.Joel Saget/AFP via Getty Images
<ul><li>Elon Musk says he's considering moving X behind a paywall.</li><li>The billionaire commented during a livestreamed conversation with Israel's prime … [+2285 chars]",2023-09-19
57,"{'id': 'business-insider', 'name': 'Business Insider'}",George Glover,"Orange juice prices are up 270% since the pandemic hit, as crop diseases and hurricanes hammer supply",Two hurricanes hitting Florida and a devastating crop disease have sparked a massive surge in OJ prices.,https://markets.businessinsider.com/news/commodities/food-inflation-orange-juice-prices-florida-economy-eggs-olive-oil-2023-10,https://i.insider.com/651bdff042ecf94db47623e6?width=1200&format=jpeg,2023-10-03 10:55:55+00:00,"Orange juice prices have soared 270% since the start of 2020, according to data from Refinitiv.Business Insider/Hayley Peterson
<ul>
<li>Orange juice prices have skyrocketed 270% since January 2020,… [+2237 chars]",2023-10-03
58,"{'id': 'business-insider', 'name': 'Business Insider'}",Joseph Wilkins,Warren Buffett's Berkshire Hathaway sees its market value surge to a new record of almost $800 billion,"Monday's movements means that Buffett has now administered a more-than 4,300,000% gain in the value of Berkshire shares since he became CEO in 1965.",https://markets.businessinsider.com/news/stocks/warren-buffetts-berkshire-hathaway-hits-record-market-cap-800-billion-2023-9,https://i.insider.com/65002e884717fd0019fc875b?width=1200&format=jpeg,2023-09-12 10:34:24+00:00,"Warren Buffett, chairman and CEO of Berkshire Hathaway, right, listens to Microsoft founder and Berkshire board member Bill Gates during an interview with Liz Claman of the Fox Business Network in Om… [+2143 chars]",2023-09-12
59,"{'id': 'business-insider', 'name': 'Business Insider'}",Brent D. Griffiths,Elon Musk told biographer that Trump is 'the world champion of bullshit',"According to Walter Isaacson's biography, Musk approached Trump's election with cautious optimism that later vanished in the face of ""buffoonery.""",https://www.businessinsider.com/elon-musk-donald-trump-relationship-walter-isaacson-biography-2023-9,https://i.insider.com/64f83b3304e14000196c9634?width=1200&format=jpeg,2023-09-13 17:20:55+00:00,"Tesla CEO Elon MuskChesnot/Getty Images
<ul>
<li>Elon Musk told his biographer that he's ""not Trump's fan.""</li>
<li>Musk, according to Walter Isaacson's new book, also called the former president ""… [+1974 chars]",2023-09-13
60,"{'id': 'business-insider', 'name': 'Business Insider'}","Grace Dean,Grace Kay",8 major takeaways from the explosive new book about Elon Musk that lifts the lid on the world's richest person,"The book had some eye-popping details — from details on Elon Musk's relationship with his father to his ""hard core"" work ethic and ""demon mode.""",https://www.businessinsider.com/new-book-about-elon-musk-walter-isaacson-biography-takeaways-2023-9,https://i.insider.com/65034aea992da60019ec9c1b?width=1200&format=jpeg,2023-09-17 09:24:06+00:00,"Elon Musk (left) allowed Walter Isaacson (right) to shadow him for three years for the biography.Michael Kovac/Getty Images for Vanity Fair
<ul>
<li>Walter Isaacson's biography on Elon Musk hit shel… [+13843 chars]",2023-09-17
61,"{'id': 'business-insider', 'name': 'Business Insider'}",Associated Press,"Striking auto workers are highlighting their CEOs' multi-million dollar pay. Here's how much the top bosses at Ford, GM and Stellantis make","GM CEO Mary Barra's compensation was worth $29 million in 2022, while Ford CEO James Farley received nearly $21 million from his salary and stock awards.",https://www.businessinsider.com/uaw-strike-automaker-ceo-pay-focus-of-union-negotiations-2023-9,https://i.insider.com/650d8c0212dc4f001a17b8a7?width=1200&format=jpeg,2023-09-22 12:47:23+00:00,"General Motors CEO Mary Barra's 2022 compensation was worth $28.98 million. It would take a GM worker 362 years to earn that much.Aly Song/Reuters
<ul>
<li>It would take a GM worker 362 years to mak… [+7889 chars]",2023-09-22
62,"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Levin,I watched YouTube in a self-driving Mercedes and experienced the future of commuting,Mercedes' first-of-its-kind self-driving tech lets you watch TV and play games while your car does all the work. I put it to the test in LA traffic.,https://www.businessinsider.com/mercedes-drive-pilot-self-driving-review-level-3-traffic-2023-9,https://i.insider.com/6514798f1c099d0019ad4611?width=1200&format=jpeg,2023-09-28 09:00:02+00:00,"Mercedes-Benz Drive Pilot is a first-of-its-kind technology that lets drivers not pay attention while their car does all the work.Mercedes-Benz
<ul><li>Mercedes-Benz is launching a revolutionary sel… [+7200 chars]",2023-09-28
63,"{'id': 'business-insider', 'name': 'Business Insider'}",Dan DeFrancesco,Insider Today: Side hustles' turning point,"Generative AI has been a boon for people looking to work multiple jobs, and it doesn't seem to be slowing down anytime soon.",https://www.businessinsider.com/news-today-september-21-gig-economy-ai-impact-2023-9,https://i.insider.com/650b7e04bf943d00195c99b0?width=1200&format=jpeg,2023-09-21 14:20:24+00:00,"Anna Kim/Insider
<ul>
<li>This post originally appeared in the Insider Today newsletter.</li>
<li>You can sign up for Insider's daily newsletter here.</li>
</ul>Hey there! Winning the lottery can co… [+7504 chars]",2023-09-21
64,"{'id': 'business-insider', 'name': 'Business Insider'}",Grace Kay,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,https://www.businessinsider.com/elon-musk-worst-boyfriend-grimes-amber-heard-new-biography-2023-9,https://i.insider.com/65046bb4956dba001ace577b?width=1200&format=jpeg,2023-09-25 08:58:01+00:00,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M.… [+6758 chars]",2023-09-25
65,"{'id': 'business-insider', 'name': 'Business Insider'}","Lloyd Lee,Erin Snodgrass",Google co-founder Sergey Brin quietly divorced his wife this year after allegations that she had an affair with Elon Musk,A judge rejected Brin's attempt to seal the case over concerns about his high-profile stature.,https://www.businessinsider.com/google-sergey-brin-divorced-wife-accused-affair-with-elon-musk-2023-9,https://i.insider.com/6501f1761afe8f0019e9ba17?width=1200&format=jpeg,2023-09-15 13:52:50+00:00,"Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>Sergey Brin filed for a divorce from his second wife, Nicole Shanahan, in… [+3237 chars]",2023-09-15
66,"{'id': 'business-insider', 'name': 'Business Insider'}",Sinéad Baker,"Ukraine is using its advanced Leopard tanks as a 'nocturnal predator' fighting mostly at night and at dawn, soldier says",A tank loader and a commander with Ukraine's 47th Mechanized Brigade said the Leopard 2A6 tanks are giving it an advantage at night.,https://www.businessinsider.com/ukraine-using-advanced-leopard-tanks-as-nocturnal-predator-soldier-says-2023-9,https://i.insider.com/65018597992da60019eb4172?width=1200&format=jpeg,2023-09-13 10:36:53+00:00,"Yurii, a tank loader with the 47th Mechanized Brigade, speaks about the Leopard 2A6 tanks.X/Defense of Ukraine
<ul>
<li>Ukrainian troops praised the advanced Leopard 2A6 tank's night vision as an ad… [+3218 chars]",2023-09-13
67,"{'id': 'business-insider', 'name': 'Business Insider'}",Jennifer Sor,US stocks trade mixed as investors assess Fed outlook after August CPI comes in hotter than expected,Markets now see a 41% chance that the Federal Reserve could hike rates 25 basis points in November.,https://markets.businessinsider.com/news/stocks/stock-market-news-today-inflation-august-cpi-fed-rate-hike-2023-9,https://i.insider.com/60cbbb0220bd1300181c701d?width=1200&format=jpeg,2023-09-13 20:07:15+00:00,"Investors are widely expecting the Fed to pause interest rate hikes at its next policy meeting.Getty Images / Spencer Platt
<ul>
<li>US stocks were mixed on Wednesday as traders weighted the hot Aug… [+2539 chars]",2023-09-13
68,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Legendary investor Jeremy Grantham warns the S&P is likely to crash by 30% - and could nosedive 50% if the 'wheels fall off',"Jeremy Grantham expects stocks to plunge, house prices to slump, and a recession to strike next year. He also views bitcoin as an ""elaborate scam.""",https://markets.businessinsider.com/news/stocks/grantham-spx-stock-market-outlook-crash-house-prices-recession-bitcoin-2023-10,https://i.insider.com/61eaa3802b43ff00185df654?width=1200&format=jpeg,2023-10-06 10:53:06+00:00,"Jeremy Grantham.Alison Yin/AP Images for DivestInvest
<ul>
<li>The S&P 500 will likely plunge by 30%, and could be cut in half, Jeremy Grantham says.</li>
<li>The bubble expert predicts a recession … [+3154 chars]",2023-10-06
69,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Apple CEO Tim Cook just sold 13% of his stock for $42 million after taxes,"Apple CEO Tim Cook received 511,000 shares this month for beating a three-year performance goal, and cashed them in for $88 million in gross proceeds.",https://markets.businessinsider.com/news/stocks/tim-cook-apple-ceo-share-sales-compensation-stock-price-performance-2023-10,https://i.insider.com/5cc338e3c0133511c9685db4?width=1200&format=jpeg,2023-10-05 10:39:54+00:00,"Apple CEO Tim Cook.Richard Drew/AP
<ul>
<li>Apple CEO Tim Cook just sold $88 million of his stock, earning about $41.5 million after taxes.</li>
<li>The iPhone maker's boss cashed in 13% of his stak… [+2587 chars]",2023-10-05
70,"{'id': 'business-insider', 'name': 'Business Insider'}",Phil Rosen,US stocks fall as oil prices jump and traders await Fed meeting,"Oil prices soared on Monday to their highest level since November, with Brent crude, the international benchmark, approaching $95 a barrel.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-indexes-crude-oil-prices-fed-policy-2023-9,https://i.insider.com/63dc08d00a08ae0018a68793?width=1200&format=jpeg,2023-09-18 13:51:51+00:00,"REUTERS/Brendan McDermid
<ul>
<li>Stocks traded mixed Monday, with oil prices surging to their highest mark since November.</li>
<li>Brent crude, the international benchmark, hovered near $95 a barr… [+2506 chars]",2023-09-18
71,"{'id': 'business-insider', 'name': 'Business Insider'}",Haley Tenore,Elon Musk crashed Grimes' voice-recording session for 'Cyberpunk 2077' with a 200-year-old musket and 'insisted' on a cameo,"Elon Musk visited Grimes while she was recording lines for ""Cyberpunk 2077"" and brought a 200-year old gun. Musk apparently ""insisted"" on a cameo.",https://www.businessinsider.com/elon-musk-cyberpunk-2077-cameo-antique-gun-grimes-story-2023-9,https://i.insider.com/650b0428bf943d00195c622e?width=1200&format=jpeg,2023-09-20 16:38:32+00:00,"Walter Isaacson's new biography on Elon Musk reveals a time when he entered Grimes's recording session for Cyberpunk 2077 with a gun because he wanted a cameo in the game.Theo Wargo/Getty Images
<ul… [+3205 chars]",2023-09-20
72,"{'id': 'business-insider', 'name': 'Business Insider'}",Grace Dean,"After Elon Musk spoke to Neuralink director Shivon Zilis about his population decline fears, she decided to have children. He suggested being her sperm donor.","Zilis said that choosing to have Musk as a sperm donor was an ""easy decision"" because she admires him more than anyone else on earth.",https://www.businessinsider.com/elon-musk-shivon-zilis-children-twins-ivf-population-sperm-donor-2023-9,https://i.insider.com/650049684717fd0019fc951a?width=1200&format=jpeg,2023-09-12 13:44:26+00:00,"nullChesnot/Getty Images
<ul><li>Elon Musk and Shivon Zilis decided to have children together after he spoke to her about population decline.</li><li>The tech mogul and Zilis, currently a Neuralink … [+3391 chars]",2023-09-12
73,"{'id': 'business-insider', 'name': 'Business Insider'}",Insider Inc.,"Elon Musk, Mark Zuckerberg, Bill Gates and other tech names head to Washington for a closed-door meeting on policing AI","Some of the biggest tech leaders in the world, like Elon Musk and Mark Zuckerberg, gathered in Washington to discuss ways to potentially police AI.",https://www.businessinsider.com/how-to-regulate-ai-tech-washington-musk-zuckerberg-gates-altman-2023-9,https://i.insider.com/6501f7f8992da60019eba99b?width=1200&format=jpeg,2023-09-13 20:53:00+00:00,"Elon Musk, speaking outside the ""AI Insight Forum"" in Washington on Wednesday. He and other tech leaders were discussing artificial intelligence and possible government regulation.Photo by Nathan How… [+3864 chars]",2023-09-13
74,"{'id': 'business-insider', 'name': 'Business Insider'}",Tom Carter,Elon Musk describes himself as 'aspirationally Jewish' as he pushes back on reports that X is spreading antisemitism,"X owner Elon Musk said his entire life was ""pro-semitic"" in a recent conversation with conservative commentator Ben Shapiro.",https://www.businessinsider.com/elon-musk-says-hes-aspirationally-jewish-defends-x-antisemitism-reports-2023-9,https://i.insider.com/65169dd839979c001948e339?width=1200&format=jpeg,2023-09-29 11:20:06+00:00,"Elon Musk comments came after he threatened to sue the ADL, saying it had accused him of antisemitism.Nathan Howard/Getty Images
<ul><li>Elon Musk said that he can't be antisemitic as he's ""aspirati… [+2547 chars]",2023-09-29
75,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Warren Buffett has only topped Forbes' rich list once – while Bill Gates ranked first for 24 years straight,"Forbes ranked Warren Buffett as America's wealthiest person in 1993, interrupting what would have been a 25-year winning streak for Bill Gates.",https://markets.businessinsider.com/news/stocks/warren-buffett-forbes-400-rich-list-bill-gates-wealth-billionaires-2023-10,https://i.insider.com/63288891edbe7f00190ed062?width=1200&format=jpeg,2023-10-04 11:42:48+00:00,"Warren Buffett.Paul Morigi/Getty Images for Fortune/Time Inc
<ul>
<li>Warren Buffett has been a billionaire for nearly four decades.</li>
<li>Yet the famed investor has only topped Forbes' list of t… [+3146 chars]",2023-10-04
76,"{'id': 'business-insider', 'name': 'Business Insider'}",Beatrice Nolan,"Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.'","Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.",https://www.businessinsider.com/elon-musk-x-paywall-twitter-too-risky-succeed-2023-9,https://i.insider.com/64d4c17748a88f0019689aa3?width=1200&format=jpeg,2023-09-20 13:47:56+00:00,"Elon Musk said a paywall for X could help combat bots on the platform.Chesnot/Getty Images
<ul><li>Elon Musk has proposed a paywall for X, but some experts are skeptical.</li><li>The billionaire sai… [+2774 chars]",2023-09-20
77,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"The stock market is showing cracks - and even the 'Magnificent 7' aren't safe from a recession, Morgan Stanley's stock chief warns","Many stocks are under pressure as consumers exhaust their pandemic savings and prepare for student-loan repayments to restart, Mike Wilson said.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-wilson-morgan-stanley-inflation-recession-consumer-fed-2023-9,https://i.insider.com/65154ccf1c099d0019ad5bf1?width=1200&format=jpeg,2023-09-28 11:08:05+00:00,"Mike Wilson, Morgan Stanley's stock chief.Bloomberg TV
<ul>
<li>Large parts of the stock market are suffering a breakdown, Morgan Stanley's equity chief said.</li>
<li>Even the ""Magnificent Seven"" s… [+2698 chars]",2023-09-28
78,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"Stocks, banks, and real estate are headed for trouble - and a recession is still looming, Wall Street legend Byron Wien warns","The S&P 500 could tank 20%, a wave of loan defaults could hit banks and commercial real estate, and a recession could set in next year, Byron Wien says.",https://markets.businessinsider.com/news/stocks/blackstones-wien-rings-alarm-on-stocks-real-estate-banks-recession-2023-9,https://i.insider.com/57c985acb996eb5d128b5c77?width=1200&format=jpeg,2023-09-26 10:17:18+00:00,"Byron Wien.REUTERS/Brendan McDermid
<ul>
<li>Stocks, real estate, banks, and the economy may be in danger, Byron Wien has warned.</li>
<li>Earnings weakness could tank the S&P 500 by 10% or 20%, the… [+3564 chars]",2023-09-26
79,"{'id': 'business-insider', 'name': 'Business Insider'}",Hannah Getahun,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.",https://www.businessinsider.com/who-was-elon-musk-grandfather-joshua-haldeman-technocracy-incorporated-party-2023-9,https://i.insider.com/650e6be923ce9d001908aaa5?width=1200&format=jpeg,2023-09-23 07:04:10+00:00,"Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for … [+4875 chars]",2023-09-23
80,"{'id': 'business-insider', 'name': 'Business Insider'}",Lloyd Lee,"Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges","A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.",https://www.businessinsider.com/elon-musk-neuralink-monkeys-infections-paralysis-brain-swelling-implants-sec-2023-9,https://i.insider.com/64ce500bf5d4870019e25854?width=1200&format=jpeg,2023-09-21 03:22:05+00:00,"Elon Musk in June 2023 at the Viva Tech conference.Chesnot/Getty Images
<ul><li>Elon Musk's Neuralink used monkeys to test its brain chip that can connect to a device.</li><li>Musk said on X, former… [+4901 chars]",2023-09-21
81,"{'id': 'business-insider', 'name': 'Business Insider'}",Grace Kay,"Elon Musk's dad, 77, says he'd have more kids — but only if he could find a woman under 35","Elon Musk's father, Errol, has seven known children, including two he had with his former stepdaughter. He told Insider he'd have more.",https://www.businessinsider.com/elon-musk-father-errol-musk-have-more-kids-young-woman-2023-9,https://i.insider.com/651330a41c099d0019ad14d0?width=1200&format=jpeg,2023-09-30 08:57:01+00:00,"Errol Musk, the father of Elon Musk, told Insider he'd be open to having more children.Denver Post Photo by Cyrus McCrimmon
<ul><li>Errol Musk said he'd be open to having more children if he could f… [+4024 chars]",2023-09-30
